817, 929
119, 43
618, 761
303, 421
360, 485
808, 545
418, 153
271, 579
976, 864
281, 15
563, 125
634, 27
258, 998
656, 603
370, 732
340, 62
59, 553
984, 43
366, 112
212, 783
681, 96
798, 840
441, 624
737, 42
472, 419
738, 604
844, 4
426, 279
201, 886
469, 685
116, 660
569, 877
533, 486
403, 441
709, 115
168, 539
523, 673
397, 533
933, 985
260, 742
730, 342
299, 596
312, 978
208, 288
547, 102
912, 470
531, 261
981, 4
29, 969
710, 511
556, 795
733, 701
250, 386
618, 945
433, 790
893, 476
397, 650
465, 97
403, 111
344, 337
583, 61
353, 159
62, 337
538, 978
71, 559
424, 778
9, 189
341, 703
136, 918
363, 883
669, 89
386, 218
609, 66
96, 348
215, 164
891, 626
678, 220
157, 923
967, 670
168, 470
468, 899
983, 210
580, 322
760, 323
524, 883
663, 510
955, 3
827, 880
461, 213
120, 596
381, 217
316, 364
988, 461
434, 649
339, 343
751, 575
155, 228
749, 173
992, 781
168, 484
392, 26
33, 74
335, 369
772, 220
258, 610
88, 382
356, 742
252, 104
399, 339
406, 560
988, 670
822, 216
748, 259
282, 30
327, 706
393, 267
355, 609
189, 149
61, 84
202, 831
757, 682
760, 720
581, 242
784, 31
486, 893
299, 797
205, 691
684, 958
328, 661
521, 477
601, 279
111, 260
243, 935
769, 91
890, 599
481, 417
770, 760
12, 492
618, 723
715, 489
125, 735
299, 591
783, 861
441, 527
216, 49
386, 241
618, 867
791, 95
903, 291
51, 556
197, 359
50, 748
56, 670
595, 690
567, 288
563, 705
253, 491
902, 144
513, 728
160, 367
248, 760
846, 175
804, 881
491, 223
966, 661
21, 22
285, 55
744, 393
28, 155
844, 429
277, 416
309, 520
249, 574
441, 399
259, 345
150, 730
437, 165
18, 399
645, 539
699, 383
987, 337
458, 131
992, 979
524, 279
942, 154
790, 888
444, 574
707, 583
991, 955
1, 285
369, 952
310, 194
532, 530
429, 572
867, 594
371, 362
625, 237
457, 803
138, 822
732, 753
807, 597
142, 799
439, 704
623, 370
652, 62
621, 979
880, 22
468, 476
582, 625
712, 66
991, 482
730, 548
948, 38
555, 477
19, 243
644, 790
966, 643
157, 738
62, 652
678, 127
999, 155
663, 830
452, 748
181, 758
637, 597
884, 516
458, 564
614, 262
642, 733
657, 526
552, 329
938, 5
538, 732
641, 327
661, 69
25, 256
418, 307
945, 155
550, 556
568, 618
76, 257
952, 30
636, 714
618, 377
999, 118
740, 945
465, 936
612, 837
868, 509
151, 717
931, 504
543, 464
924, 584
134, 487
620, 713
415, 780
65, 948
296, 523
265, 210
724, 582
937, 905
573, 909
649, 894
891, 229
556, 949
213, 608
185, 670
927, 596
913, 945
203, 691
227, 729
349, 254
824, 484
190, 523
68, 220
331, 67
384, 196
507, 842
614, 871
87, 488
676, 430
44, 393
348, 341
180, 685
219, 161
801, 299
222, 819
938, 823
516, 355
938, 893
919, 481
334, 822
136, 965
636, 847
238, 692
227, 217
882, 564
342, 620
878, 946
771, 234
543, 308
2, 318
190, 183
461, 424
146, 85
602, 935
538, 526
729, 150
76, 268
333, 934
661, 19
39, 518
326, 815
727, 374
910, 509
410, 337
135, 471
449, 530
535, 242
703, 708
251, 243
760, 958
29, 940
575, 990
839, 855
172, 806
509, 520
414, 364
407, 222
63, 630
286, 52
396, 246
809, 300
560, 54
224, 637
198, 419
490, 945
221, 238
294, 846
627, 607
859, 645
295, 204
847, 713
274, 125
998, 633
839, 744
920, 703
768, 330
468, 738
823, 29
169, 256
759, 743
376, 223
249, 387
749, 76
101, 899
624, 140
559, 769
146, 543
165, 950
502, 166
312, 217
719, 978
486, 664
676, 576
30, 356
83, 844
75, 839
858, 327
564, 901
76, 63
976, 191
695, 678
91, 517
241, 367
713, 500
605, 370
770, 701
486, 83
78, 768
168, 960
606, 997
35, 935
493, 303
104, 97
354, 220
518, 144
561, 510
516, 913
942, 652
164, 793
813, 929
686, 964
642, 978
113, 942
908, 372
218, 967
481, 904
212, 611
477, 52
201, 483
843, 178
342, 340
799, 1
723, 777
633, 936
953, 998
595, 82
618, 430
223, 900
257, 388
936, 958
978, 4
676, 287
843, 222
738, 982
430, 531
242, 68
751, 924
985, 762
589, 90
461, 42
763, 256
162, 696
892, 629
777, 754
813, 89
126, 947
666, 67
85, 872
870, 241
674, 497
603, 337
823, 512
477, 623
609, 601
895, 925
843, 475
1, 329
240, 708
547, 904
919, 812
713, 154
558, 673
150, 937
351, 158
308, 838
16, 80
257, 603
302, 829
286, 484
263, 891
333, 540
805, 459
974, 936
20, 765
15, 666
427, 383
912, 900
593, 860
574, 855
887, 192
948, 403
211, 834
606, 831
918, 162
42, 460
615, 949
443, 321
756, 22
412, 833
812, 773
870, 298
262, 676
160, 370
287, 874
516, 418
56, 720
487, 226
695, 410
839, 938
95, 260
198, 164
408, 751
548, 573
528, 323
680, 312
745, 909
484, 331
6, 340
289, 187
279, 648
768, 253
48, 767
4, 152
742, 649
679, 465
707, 39
960, 351
843, 358
572, 903
994, 836
607, 663
799, 534
324, 637
707, 216
759, 388
669, 709
185, 719
581, 254
126, 928
89, 396
164, 223
516, 813
824, 514
427, 710
507, 957
886, 698
355, 663
300, 355
537, 539
696, 696
257, 990
262, 597
32, 195
298, 271
484, 198
836, 908
948, 495
479, 423
587, 354
986, 22
842, 677
699, 484
868, 523
818, 723
580, 315
656, 346
409, 308
197, 641
998, 708
104, 203
405, 401
125, 555
462, 248
940, 530
709, 721
51, 723
129, 24
203, 732
185, 674
559, 363
733, 276
552, 909
820, 160
117, 490
789, 824
667, 924
711, 260
419, 305
215, 875
68, 330
385, 284
602, 623
174, 205
620, 307
465, 241
402, 173
156, 129
826, 949
662, 62
196, 786
948, 523
284, 609
537, 569
336, 988
747, 520
247, 84
615, 844
246, 136
123, 230
212, 934
188, 781
798, 754
344, 603
599, 658
616, 117
903, 58
808, 261
923, 113
656, 728
534, 159
463, 869
219, 863
956, 137
970, 558
831, 877
328, 442
690, 555
309, 615
619, 131
978, 85
147, 706
999, 210
812, 637
949, 590
993, 406
528, 626
783, 682
598, 889
65, 330
30, 102
499, 188
262, 848
584, 351
32, 712
874, 999
848, 962
457, 854
692, 604
87, 73
843, 958
609, 826
181, 71
158, 29
995, 548
698, 30
893, 283
279, 297
607, 489
883, 204
395, 487
387, 810
163, 837
217, 422
774, 199
299, 276
98, 0
39, 930
297, 194
880, 821
269, 546
823, 846
161, 978
837, 993
322, 705
432, 495
947, 888
666, 241
357, 354
246, 383
924, 606
545, 479
719, 929
168, 691
114, 685
389, 256
337, 261
157, 66
230, 850
673, 978
724, 911
545, 265
469, 609
616, 653
365, 43
30, 553
200, 4
641, 54
81, 639
500, 348
534, 26
826, 199
993, 809
281, 386
844, 252
144, 811
868, 538
386, 96
558, 118
37, 303
21, 510
520, 629
540, 440
923, 824
549, 832
140, 952
345, 714
486, 80
570, 27
449, 124
136, 405
745, 348
292, 909
22, 730
373, 936
924, 501
831, 88
9, 24
857, 971
719, 596
176, 888
635, 921
288, 888
143, 598
171, 779
318, 539
532, 388
4, 686
958, 684
565, 94
76, 588
122, 334
74, 723
511, 812
315, 688
759, 830
540, 867
894, 266
669, 811
728, 340
198, 435
43, 306
545, 119
506, 268
236, 897
990, 788
35, 707
1000, 437
447, 392
989, 628
981, 444
235, 544
377, 476
462, 457
723, 305
464, 593
487, 96
104, 36
157, 356
715, 671
211, 451
882, 424
776, 428
262, 207
457, 764
402, 498
41, 34
404, 877
62, 155
61, 916
891, 843
572, 138
366, 5
581, 568
832, 9
326, 763
644, 556
466, 955
767, 642
1, 272
154, 254
416, 406
176, 922
466, 851
482, 800
27, 662
208, 926
542, 2
948, 865
602, 257
129, 350
876, 16
586, 897
56, 554
167, 974
165, 134
162, 964
142, 27
832, 669
710, 187
965, 54
507, 796
383, 534
37, 576
499, 102
809, 825
791, 749
638, 520
425, 570
891, 585
556, 181
374, 694
467, 919
353, 84
482, 412
122, 426
531, 13
744, 992
361, 843
30, 493
539, 898
363, 581
760, 550
552, 727
706, 695
30, 815
926, 99
527, 876
767, 327
788, 448
677, 302
848, 486
848, 601
111, 834
563, 652
374, 615
859, 171
470, 247
102, 49
117, 309
510, 183
118, 365
747, 915
305, 16
589, 358
227, 980
184, 919
600, 228
560, 587
866, 906
154, 625
25, 813
654, 493
31, 269
417, 466
845, 325
629, 795
573, 451
855, 252
921, 682
716, 751
363, 210
557, 204
914, 961
465, 787
814, 349
407, 11
277, 587
667, 314
344, 689
790, 884
916, 586
710, 996
318, 479
112, 399
251, 790
33, 625
342, 231
766, 308
410, 710
873, 775
339, 123
825, 338
831, 62
913, 149
832, 341
533, 219
906, 370
748, 877
467, 698
993, 516
416, 181
412, 23
636, 301
183, 452
493, 988
462, 276
508, 72
68, 739
306, 623
666, 952
212, 475
381, 334
805, 849
705, 739
742, 334
548, 188
447, 660
842, 120
415, 2
665, 523
693, 514
411, 296
436, 236
704, 2
814, 167
399, 784
315, 471
988, 131
395, 405
679, 314
54, 400
469, 119
591, 269
993, 449
853, 918
802, 499
414, 144
857, 31
646, 222
659, 741
791, 412
393, 907
426, 1000
869, 647
67, 308
136, 639
23, 824
243, 562
883, 298
501, 860
367, 976
414, 402
955, 932
37, 238
437, 880
62, 49
566, 558
411, 452
107, 27
595, 566
839, 411
984, 521
33, 498
102, 509
735, 627
689, 687
174, 677
390, 632
913, 716
924, 319
201, 170
48, 473
575, 875
455, 429
271, 286
360, 321
96, 903
868, 338
972, 314
803, 256
538, 407
769, 0
7, 132
565, 671
362, 995
731, 55
770, 638
620, 44
456, 938
551, 18
196, 961
320, 178
615, 962
551, 162
737, 952
183, 965
139, 138
257, 188
914, 249
416, 648
793, 141
113, 852
575, 913
189, 166
1, 281
235, 502
368, 399
700, 16
967, 626
47, 750
73, 377
810, 1
679, 449
212, 266
524, 992
478, 63
753, 842
500, 65
864, 16
223, 676
70, 814
603, 125
668, 690
826, 655
283, 931
71, 802
186, 821
76, 848
721, 796
355, 603
532, 442
324, 459
816, 313
619, 707
921, 652
416, 598
591, 9
406, 791
821, 541
831, 604
20, 397
779, 394
456, 748
319, 170
288, 486
933, 162
162, 261
635, 380
923, 714
275, 319
3, 737
837, 865
672, 758
69, 926
698, 546
616, 876
475, 176
689, 851
545, 765
706, 388
693, 644
376, 671
787, 678
453, 372
952, 890
412, 643
701, 717
599, 636
62, 428
172, 312
221, 306
253, 926
769, 950
534, 996
850, 665
370, 401
158, 307
573, 846
492, 389
138, 802
672, 175
83, 326
61, 819
517, 919
773, 594
824, 861
298, 136
953, 517
292, 197
58, 755
323, 859
954, 749
388, 107
476, 82
772, 625
439, 899
474, 227
681, 994
332, 789
370, 591
523, 722
342, 982
574, 484
394, 380
381, 848
276, 468
501, 647
563, 660
331, 106
439, 898
500, 270
81, 225
884, 249
885, 761
53, 675
802, 480
706, 952
548, 52
216, 773
407, 649
33, 674
562, 368
298, 124
355, 520
748, 918
571, 982
402, 136
353, 444
769, 878
902, 576
69, 960
23, 443
285, 767
890, 577
836, 283
985, 669
910, 536
808, 355
446, 785
959, 63
923, 849
535, 61
580, 298
248, 225
683, 976
383, 406
543, 988
220, 436
476, 619
24, 401
916, 600
88, 295
894, 654
121, 673
707, 690
698, 410
727, 193
451, 736
70, 726
522, 33
983, 802
295, 332
244, 790
376, 131
341, 305
581, 237
95, 573
428, 799
438, 543
682, 313
980, 45
89, 432
450, 566
654, 162
37, 723
698, 859
973, 119
689, 300
249, 628
293, 544
250, 611
699, 929
349, 609
732, 525
964, 170
122, 643
145, 93
510, 462
507, 27
84, 198
347, 969
70, 631
56, 87
497, 959
140, 491
728, 671
972, 163
63, 37
867, 377
521, 479
796, 797
506, 485
158, 445
689, 571
494, 80
968, 184
870, 606
372, 923
230, 204
532, 432
820, 925
383, 487
214, 277
699, 384
625, 234
907, 720
72, 42
699, 229
223, 91
121, 260
193, 930
245, 412
799, 711
798, 928
697, 839
378, 791
470, 293
222, 550
263, 465
355, 292
534, 167
229, 772
597, 413
152, 670
61, 31
636, 663
447, 335
350, 746
107, 351
674, 344
583, 424
66, 64
737, 850
820, 935
838, 510
891, 889
149, 194
242, 577
31, 912
298, 577
198, 851
789, 618
568, 267
756, 697
632, 833
337, 280
371, 407
241, 281
868, 702
139, 421
474, 646
880, 214
242, 624
972, 896
657, 337
10, 134
46, 558
876, 414
527, 217
76, 361
432, 115
395, 6
906, 391
411, 389
709, 878
730, 880
421, 129
294, 82
926, 183
582, 466
544, 290
929, 276
439, 530
434, 416
288, 168
410, 963
328, 531
426, 250
582, 456
366, 485
274, 670
273, 610
254, 408
258, 794
984, 982
404, 989
533, 710
666, 74
258, 346
322, 345
71, 672
785, 180
389, 712
440, 192
972, 792
352, 44
37, 516
353, 292
422, 287
215, 445
755, 193
435, 1
837, 591
625, 233
963, 31
189, 284
86, 186
85, 850
58, 682
900, 141
176, 823
395, 68
629, 639
367, 275
879, 449
976, 174
221, 670
369, 342
615, 416
22, 553
969, 223
280, 656
653, 501
468, 243
396, 450
749, 585
226, 513
789, 653
739, 601
591, 979
278, 59
979, 80
18, 994
984, 945
201, 783
698, 404
287, 292
902, 425
134, 432
420, 635
122, 1000
640, 94
271, 530
322, 597
934, 735
491, 470
794, 35
765, 943
8, 107
189, 28
421, 583
84, 767
885, 311
444, 546
309, 954
363, 451
440, 927
182, 889
844, 116
828, 688
531, 997
828, 790
619, 172
411, 233
449, 1000
601, 899
499, 17
829, 982
432, 281
843, 113
207, 695
416, 93
357, 707
432, 707
729, 862
261, 925
727, 357
103, 221
624, 716
200, 37
52, 305
188, 936
633, 107
494, 509
374, 225
709, 656
414, 878
852, 953
961, 277
61, 247
768, 256
833, 810
332, 603
539, 470
18, 234
487, 738
345, 631
915, 290
382, 320
880, 193
497, 623
961, 825
269, 234
563, 317
920, 785
124, 16
780, 614
537, 864
27, 692
685, 796
818, 426
587, 131
88, 747
308, 35
159, 378
22, 991
779, 714
602, 497
363, 142
119, 712
680, 128
746, 646
718, 147
20, 349
316, 622
483, 895
507, 195
568, 850
371, 428
795, 843
54, 274
20, 908
890, 717
714, 340
842, 172
228, 731
685, 933
714, 305
733, 110
910, 180
599, 839
305, 623
281, 241
526, 813
422, 790
994, 535
141, 184
583, 380
844, 876
773, 659
345, 342
941, 859
161, 3
824, 218
569, 576
256, 779
29, 907
193, 258
516, 981
610, 114
975, 939
480, 644
891, 356
14, 808
742, 861
442, 619
332, 708
87, 257
968, 327
204, 613
788, 231
413, 300
984, 828
232, 337
129, 987
808, 267
269, 943
839, 593
178, 175
20, 343
160, 226
267, 292
936, 272
176, 84
500, 310
613, 862
